"codigo","nombre","energia_kcal","agua_pct","fraccion_comestible_pct","proteina_g","grasa_total_g","ag_sat_g","ag_mono_g","ag_poli_g","colesterol_mg","carbohidratos_g","azucares_g","ceniza_g","fibra_dietetica_g","calcio_mg","hierro_mg","magnesio_mg","fosforo_mg","potasio_mg","sodio_mg","zinc_mg","cobre_mg","selenio_mcg","vitamina_c_mg","tiamina_mg","riboflavina_mg","niacina_mg","ac_pantotenico_mg","vitamina_b6_mg","ac_folico_mcg","folato_alimentos_mcg","folato_fde_mcg","vitamina_b12_mcg","vitamina_a_rae_mcg","retinol_mcg","b_carotenos_mcg","vitamina_e_mg","vitamina_d_mcg","vitamina_k_mcg"
"1001","CREMA, ESPESA","340","58","1","2.84","36.08","23.03","9.1","1.57","113","2.74","2.92","0","0.53","66","0.1","7","58","95","27","0.24","0.01","3","1","0.02","0.19","0.06","0.5","0.04","0","4","4","0.16","411","405","72","0.92","1.6","3.2"
"1002","CREMA, RALA","292","64","1","2.17","30.91","19.34","9.09","0.88","111","2.96","2.96","0","0.46","69","0.03","7","61","97","34","0.25","0.01","0.5","1","0.02","0.13","0.04","0.26","0.03","0","4","4","0.2","279","274","60","0.88","0.6","2.7"
"1003","CREMA, SUSTITUTO NO LACTEO, EN POLVO","529","3","1","2.48","32.92","19.15","9.8","0.41","0","59.29","7.77","0","2.34","2","0.26","1","288","669","124","0.07","0.02","0","0","0","0","0","0.12","0","0","0","0","0","0","0","0","1.26","0","1.7"
"1004","LECHE DE BURRA, FLUIDA","43","90","1","1.7","1.2",,,,,"6.5",,"0","0.4","126","0.2",,"57",,,,,,"2","0.02","0.09","0.1",,,,,,,"6",,,,,
"1005","LECHE DE CABRA, FLUIDA, C/VIT D","69","87","1","3.56","4.14","2.67","1.11","0.15","11","4.45","4.45","0","0.82","134","0.05","14","111","204","50","0.3","0.05","1.4","1","0.05","0.14","0.28","0.31","0.05","0","1","1","0.07","57","56","7","0.07","1.3","0.3"
"1007","LECHE HUMANA, FLUIDA","45","88","1","1","1.5","1.01","0.74","0.19","4","6.9",,"0",,"32","0.1","3",,"51","17","0.17",,,"5","0.01","0.04","0.2",,"0.01",,"5","5","0.04","64",,,,,
"1008","LECHE CHOCOLATADA, SEMIDESCREMADA, FLUIDA","76","82","1","2.99","1.9","1.18","0.46","0.09","8","12.13","9.55","0.7","0.81","109","0.24","14","102","169","66","0.39","0.08","3.4","0","0.05","0.18","0.16","0.54","0.02","0","2","2","0.33","64","63","11","0.04","1.2","0.2"
"1009","LECHE CONDENSADA, C/AZUCAR, ENLATADA","321","27","1","7.91","8.7","5.49","2.43","0.34","34","54.4","54.4","0","1.83","284","0.19","26","253","371","127","0.94","0.02","14.8","3","0.09","0.42","0.21","0.75","0.05","0","11","11","0.44","74","73","14","0.16","0.2","0.6"
"1010","LECHE SEMIDESCREMADA (2% GRASA), FLUIDA, C/ VIT A& D","50","89","1","3.3","1.98","1.26","0.56","0.07","8","4.8","5.06","0","0.71","120","0.02","11","92","140","47","0.48","0.01","2.5","0","0.04","0.19","0.09","0.36","0.04","0","5","5","0.53","55","55","4","0.03","1.2","0.2"
"1011","LECHE DESCREMADA, EN POLVO, S/VIT A&D","362","3","1","36.16","0.77","0.5","0.2","0.03","20","51.98","51.98","0","7.93","1257","0.32","110","968","1794","535","4.08","0.04","27.3","7","0.42","1.55","0.95","3.57","0.36","0","50","50","4.03","6","6","1","0","0","0.1"
"1012","LECHE DESCREMADA, EN POLVO, C/VIT A&D","362","3","1","36.16","0.77","0.5","0.2","0.03","20","51.98","51.98","0","7.93","1257","0.32","110","968","1794","535","4.08","0.04","27.3","7","0.42","1.55","0.95","3.57","0.36","0","50","50","4.03","653","653","1","0","11","0.1"
"1013","LECHE DESCREMADA, EN POLVO, INSTANTANEA, C/VIT A&D","358","4","1","35.1","0.72","0.47","0.19","0.03","18","52.19","52.19","0","8.03","1231","0.31","117","985","1705","549","4.41","0.04","27.3","6","0.41","1.74","0.89","3.24","0.35","0","50","50","3.99","709","709","1","0.01","11","0"
"1014","LECHE INTEGRA, EVAPORADA, C/VIT A, ENLAT.","134","74","1","6.81","7.56","4.59","2.34","0.25","29","10.04",,"0","1.55","261","0.19","24","203","303","106","0.77","0.02","2.3","2","0.05","0.32","0.19","0.64","0.05","0","8","8","0.16","120",,,,,
"1015","LECHE INTEGRA (3,25% GRASA), FLUIDA, C/VIT D","61","88","1","3.15","3.25","1.87","0.81","0.2","10","4.8","5.05","0","0.67","113","0.03","10","84","132","43","0.37","0.03","3.7","0","0.05","0.17","0.09","0.37","0.04","0","5","5","0.45","46","45","7","0.07","1.3","0.3"
"1016","LECHE INTEGRA, EN POLVO, C/VIT D","496","2","1","26.32","26.71","16.74","7.92","0.67","97","38.42","38.42","0","6.08","912","0.47","85","776","1330","371","3.34","0.08","16.3","9","0.28","1.21","0.65","2.27","0.3","0","37","37","3.25","258","253","55","0.58","10.5","2.2"
"1019","QUESO AMARILLO, PASTRZ & PROCES., RODAJAS C/VIT D","366","40","1","18.13","30.71","18.06","8.24","1.29","100","4.78","2.26","0","6.78","1045","0.63","26","641","132","1671","2.49","0.05","20.2","0","0.02","0.23","0.08","0.4","0.05","0","8","8","1.5","317","313","49","0.8","7.5","3.7"
"1020","QUESO AMARILLO, PASTRZ & PROCES., PARA UNTAR","290","48","1","16.41","21.23","13.33","6.22","0.62","55","8.73","7.32","0","5.98","562","0.33","29","875","242","1625","2.59","0.03","11.3","0","0.05","0.43","0.13","0.69","0.12","0","7","7","0.4","173","168","55","0.19","0.4","1.8"
"1023","QUESO BLANCO FRESCO, LECHE DE CABRA","264","61","1","18.52","21.08","14.58","4.81","0.5","46","0","0","0","1.58","140","1.9","16","256","26","459","0.92","0.73","2.8","0","0.07","0.38","0.43","0.68","0.25","0","12","12","0.19","288","283","54","0.18","0.4","1.8"
"1024","QUESO TIPO CUAJADA, CREMOSA","98","80","1","11.12","4.3","1.72","0.78","0.12","17","3.38","2.67","0","1.41","83","0.07","8","159","104","364","0.4","0.03","9.7","0","0.03","0.16","0.1","0.56","0.05","0","12","12","0.43","37","36","12","0.08","0.1","0"
"1025","QUESO TIPO CUAJADA, DESCREMADA","72","81","1","10.34","0.29","0.17","0.08","0","7","6.66","1.85","0","1.71","86","0.15","11","190","137","372","0.47","0.03","9.4","0","0.02","0.23","0.14","0.45","0.02","0","9","9","0.46","2","2","0","0.01","0","0"
"1026","QUESO CREMA O DE CAPAS","350","53","1","6.15","34.44","20.21","8.91","1.48","101","5.52","3.76","0","1.27","97","0.11","9","107","132","314","0.5","0.02","8.6","0","0.02","0.23","0.09","0.52","0.06","0","9","9","0.22","308","303","59","0.86","0","2.1"
"1028","QUESO DURO O SECO, LECHE INTEGRA","325","42","1","24.51","24.35","13.72","6.42","1.24","78","2.04","0.55",,"6.93","661","0.18","27","475","116","1808","3.28","0.03","22.4",,"0.04","0.23","0.08","0.4","0.09",,,,"1.7","226","223","33","0.49","1.8","1.5"
"1029","QUESO BLANCO FRESCO, LECHE INTEGRA","299","51","1","18.09","23.82","12.94","5.97","1.11","69","2.98","2.32","0","3.68","566","0.2","24","385","129","751","2.58","0.03","19.3","0","0.04","0.17","0.03","0.36","0.08","0","7","7","1.68","224","221","41","0.37","2.7","1"
"1030","QUESO BLANCO FRESCO, LECHE SEMIDESCREMADA","254","54","1","24.26","15.92","10.11","4.51","0.47","64","2.77","1.13","0","3.27","782","0.22","23","463","84","619","2.76","0.03","14.4","0","0.02","0.3","0.11","0.08","0.07","0","9","9","0.82","127","124","41","0.14","0.3","1.6"
"1031","QUESO BLANCO FRESCO, LECHE DESCREMADA","146","63","1","15.3","7",,,,,"5",,"0",,"684","0.3",,,,,,,,"0","0.02","0.24","0.1",,,,,,,"70",,,,,
"1032","QUESO GOUDA","356","41","1","24.94","27.44","17.61","7.75","0.66","114","2.22","2.22","0","3.94","700","0.24","29","546","121","819","3.9","0.04","14.5","0","0.03","0.33","0.06","0.34","0.08","0","21","21","1.54","165","164","10","0.24","0.5","2.3"
"1033","QUESO MOZARELA, LECHE INTEGRA","300","50","1","22.17","22.35","13.15","6.57","0.77","79","2.19","1.03","0","3.28","505","0.44","20","354","76","627","2.92","0.01","17","0","0.03","0.28","0.1","0.14","0.04","0","7","7","2.28","179","174","57","0.19","0.4","2.3"
"1034","QUESO BLANCO, OREADO, LECHE INTEGRA","310","49","1","20.38","24.31","13.66","6.46","1.15","70","2.53","1.76",,"4.07","690","0.18","29","467","126","704","3.06","0.03","13.8",,"0.05","0.23","0.04","0.4","0.09",,,,"1.75","157","155","23","0.47","0.7","1.6"
"1035","QUESO BLANCO, OREADO, LECHE SEMIDESCREMADA","263","45","1","25.4","14.2",,,,,"7.6",,"0","8","752","2.6",,"444",,,,,,"0","0.06","0.49","0.11",,,,,,,"0",,,,,
"1036","QUESO BLANCO, OREADO, LECHE DESCREMADA","232","42","1","38.2","5.7",,,,,"4.9",,"0","9.3","1004","1.8",,"642",,,,,,"0","0.08","0.64","0.29",,,,,,,"0",,,,,
"1037","QUESO PARMESANO, GRATINADO","420","23","1","28.42","27.84","15.37","7.13","1.39","86","13.91","0.07","0","7.18","853","0.49","34","627","180","1804","4.2","0.04","34.4","0","0.03","0.36","0.08","0.45","0.08","0","6","6","1.4","262","255","73","0.53","0.5","1.7"
"1038","QUESO TIPO REQUESON (COTTAGE)","72","82","1","12.39","1.02","0.65","0.29","0.03","4","2.72","2.72","0","1.39","61","0.14","5","134","86","406","0.38","0.03","9","0","0.02","0.17","0.13","0.22","0.07","0","12","12","0.63","11","11","3","0.01","0","0.1"
"1039","QUESO TIPO SUIZO","334","42","1","24.73","25.01","16.05","7.05","0.62","85","2.1","1.23","0","5.85","772","0.61","29","762","216","1370","3.61","0.03","15.9","0","0.01","0.28","0.04","0.26","0.04","0","6","6","1.23","198","192","63","0.34","0.5","2.2"
"1040","YOGURT, LECHE DESCREMADA, NATURAL","56","85","1","5.73","0.18","0.12","0.05","0.01","2","7.68","7.68","0","1.18","199","0.09","19","157","255","77","0.97","0.02","3.6","1","0.05","0.23","0.12","0.64","0.05","0","12","12","0.61","2","2","0","0","0","0.2"
"1041","YOGURT, LECHE INTEGRA, NATURAL","61","88","1","3.47","3.25","2.1","0.89","0.09","13","4.66","4.66","0","0.72","121","0.05","12","95","155","46","0.59","0.01","2.2",,,,,,,,,,,,,,,,
"1042","YOGURT, LECHE SEMIDESCREMADA, SABOR FRUTAS","99","75","1","3.98","1.15","0.74","0.32","0.03","5","18.64","18.64","0","0.93","138","0.06","13","109","177","53","0.67","0.08","2.8",,,,,,,,,,,,,,,,
"1043","QUESO TIPO QUESILLO, FRESCO","356","42","1","22.6","28.26","17.94","8.04","0.85","105","2.87","2.87","0","4.11","661","0.51","26","443","86","705","3.02","0.03","14.5","0","0.02","0.22","0.18","0.23","0.05","0","8","8","1","55","55","4","0.24","0.5","2.4"
"1044","QUESO PARMESANO, DURO","392","29","1","35.75","25.83","16.41","7.52","0.57","68","3.22","0.8","0","6.04","1184","0.82","44","694","92","1376","2.75","0.03","22.5","0","0.04","0.33","0.27","0.45","0.09","0","7","7","1.2","207","201","66","0.22","0.5","1.7"
"1045","LECHE CHOCOLATADA, BEBIDA CALIENTE, C/COCOA","77","82","1","3.52","2.34","1.43","0.68","0.08","8","10.74","9.66","1","0.65","114","0.42","23","105","197","44","0.63","0.1","2.7","0","0.04","0.18","0.13","0.33","0.04","0","5","5","0.49","51","51","4","0.03","1.1","0.2"
"1046","LECHE SEMIDESCREMADA (1% GRASA), FLUIDA, C/ VIT A& D","42","90","1","3.37","0.97","0.63","0.28","0.04","5","4.99","5.2","0","0.75","125","0.03","11","95","150","44","0.42","0.01","3.3","0","0.02","0.19","0.09","0.36","0.04","0","5","5","0.47","58","58","2","0.01","1.2","0.1"
"1047","LECHE SEMIDESCREMADA (2% GRASA), FLUIDA, S/ VIT A, FORT. PROT.","56","88","1","3.95","1.98","1.23","0.57","0.07","8","5.49","5.26","0","0.87","143","0.06","16","112","182","59","0.45","0.01","2.6","1","0.05","0.19","0.1","0.38","0.05","0","6","6","0.43","0",,"3","0.04","1","0.1"
"1048","QUESO AMARILLO, PASTRZ & PROCES., RODAJAS BAJO EN GRASA","180","59","1","24.6","7","4.41","2.01","0.22","35","3.5","0.59","0","6","684","0.43","24","827","180","1789","3.32","0.03","16.6","0","0.03","0.39","0.08",,"0.08","0","9","9","0.77","57","55","18","0.27","0.1","2.7"
"1049","QUESO TIPO REQUESON (COTTAGE), GRASA 2%","81","81","1","10.45","2.27","1.24","0.52","0.08","12","4.76","4","0","1.27","111","0.13","9","150","125","308","0.51","0.03","11.9","0","0.02","0.25","0.1","0.52","0.06","0","8","8","0.47","68","68","6","0.08","0","0"
"1051","QUESO TIPO CAMEMBERT","300","52","1","19.8","24.26","15.26","7.02","0.72","72","0.46","0.46","0","3.68","388","0.33","20","347","187","842","2.38","0.02","14.5","0","0.03","0.49","0.63","1.36","0.23","0","62","62","1.3","241","240","12","0.21","0.4","2"
"1052","QUESO TIPO CHEDDAR","404","37","1","22.87","33.31","18.87","9.25","1.42","99","3.09","0.48","0","3.71","710","0.14","27","455","76","653","3.64","0.03","28.5","0","0.03","0.43","0.06","0.41","0.07","0","27","27","1.1","330","330","85","0.71","0.6","2.4"
"1053","QUESO TIPO FETA","264","55","1","14.21","21.28","14.95","4.62","0.59","89","4.09","4.09","0","5.2","493","0.65","19","337","62","917","2.88","0.03","15","0","0.15","0.84","0.99","0.97","0.42","0","32","32","1.69","125","125","3","0.18","0.4","1.8"
"1054","QUESO TIPO FONDUE","197","67","1","10.33","14.92","8.03","4.74","1.4","38","5.48","0.19","0.1","2.41","311","0.35","19","229","142","493","1.26","0.02","6.6","1","0.04","0.24","0.2","0.23","0.05","2","8","11","0.35","82","80","26","0.09","1","0.9"
"1055","QUESO TIPO MONTERREY","373","41","1","24.48","30.28","19.07","8.75","0.9","89","0.68","0.5","0","3.55","746","0.72","27","444","81","600","3","0.03","14.5","0","0.02","0.39","0.09","0.21","0.08","0","18","18","0.83","198","192","78","0.26","0.6","2.5"
"1056","QUESO TIPO MUENSTER","368","42","1","23.41","30.04","19.11","8.71","0.66","96","1.12","1.12","0","3.66","717","0.41","27","468","134","628","2.81","0.03","14.5","0","0.01","0.32","0.1","0.19","0.06","0","12","12","1.47","298","297","13","0.26","0.6","2.5"
"1057","QUESO TIPO SUIZO, BAJO EN GRASA","179","60","1","28.4","5.1","3.3","1.35","0.18","35","3.4","1.33","0","3.5","961","0.17","36","605","111","199","3.9","0.03","12.7","0","0.02","0.36","0.09",,"0.08","0","6","6","1.68","40","39","13","0.07","0.1","0.5"
"1058","QUESO AMARILLO, PASTRZ & PROCES., RODAJAS C/PIMIENTO","375","39","1","22.13","31.2","19.66","8.94","0.99","94","1.73","0.62","0.1","5.84","614","0.42","22","744","162","915","2.98","0.03","14.5","2","0.03","0.35","0.08","0.49","0.07","0","8","8","0.7","244","231","150","0.29","0.5","2.9"
"1064","QUESO TIPO RICOTTA, DESCREMADO","138","74","1","11.39","7.91","4.93","2.31","0.26","31","5.14","0.31","0","1.15","272","0.44","15","183","125","99","1.34","0.03","16.7","0","0.02","0.19","0.08","0.24","0.02","0","13","13","0.29","107","105","20","0.07","0.1","0.7"
"1065","QUESO TIPO RICOTTA, LECHE INTEGRA","174","72","1","11.26","12.98","8.3","3.63","0.39","51","3.04","0.27","0","1.02","207","0.38","11","158","105","84","1.16","0.02","14.5","0","0.01","0.2","0.1","0.21","0.04","0","12","12","0.34","120","117","33","0.11","0.2","1.1"
"1066","SUERO ACIDO DE LECHE","24","93","1","0.76","0.09","0.06","0.03","0","1","5.12","5.12","0","0.61","103","0.08","10","78","143","48","0.43","0","1.8","0","0.04","0.14","0.08","0.38","0.04","0","2","2","0.18","2","2","0","0",,"0"
"1067","SUERO DULCE DE LECHE","27","93","1","0.85","0.36","0.23","0.1","0.01","2","5.14","5.14","0","0.53","47","0.06","8","46","161","54","0.13","0","1.9","0","0.04","0.16","0.07","0.38","0.03","0","1","1","0.28","3","3","1","0",,"0"
"1068","YOGURT, LECHE DESCREMADA, SABOR CHOCOLATE","112","72","1","3.53","0","0","0","0","1","23.53","14.97","1.2","1.37","88","0.42","40","166","339","135","1.13","0.21","7","0","0.05","0.22","0.22",,"0.05","0","12","12","0.5","0","0","0","0","0","0"
"1069","LECHE DESCREMADA, EN POLVO (PL 480)","354","5","1","35.5","0.2","0.12","0.06","0.01","2","51.8",,"0","7.6","280","0.32","60","1011","680","2280","4.03","0.02","27.3","7","0.16","1.64","0.67","3.31","0.3","0","50","50","3.98","2","1",,,,
"1070","CREMA, ACIDA O AGRIA, CULTIVADA, BAJA GRASA","135","80","1","2.94","12","7.47","3.47","0.45","39","4.26","0.16","0","0.66","104","0.07","10","95","129","89","0.5","0.02","2.1","1","0.04","0.15","0.07","0.36","0.02","0","11","11","0.3","102","100","23","0.34","0.2","0.6"
"1071","CREMA, ACIDA O AGRIA, LIVIANA","136","78","1","3.5","10.6","6.6","3.1","0.4","35","7.1","0.22","0","0.7","141","0.07","10","71","212","83","0.5","0.02","3.1","1","0.04","0.12","0.07",,"0.02","0","11","11","0.42","90","88","21","0.3","0.2","0.5"
"1072","CREMA, ÁCIDA O AGRIA, S/GRASA","74","81","1","3.1","0","0","0","0","9","15.6","0.39","0","0.7","125","0","10","95","129","141","0.5","0.02","5.3","0","0.04","0.15","0.07",,"0.02","0","11","11","0.3","73","72","9","0","0","0"
"1073","CREMA, ÁCIDA O AGRIA, BAJA GRASA","181","71","1","7","14.1","8.7","4.1","0.5","35","7","0.3","0","0.9","141","0.06","11","85","211","70","0.27","0.01","4.1","1","0.04","0.24","0.07",,"0.02","0","11","11","0.3","119","117","27","0.4","0.3","0.7"
"1074","CREMA, ÁCIDA O AGRIA, CULTIVADA","198","73","1","2.44","19.35","10.14","4.59","0.8","59","4.63","3.41","0","0.51","101","0.07","10","76","125","31","0.33","0.02","3.7","1","0.02","0.17","0.09","0.47","0.04","0","6","6","0.21","124","121","25","0.38","0","1.5"
"1075","CREMA, CHANTILLI","257","61","1","3.2","22.22","13.83","6.42","0.83","76","12.49","8","0","0.76","101","0.05","11","89","147","8","0.37","0.01","1.4","0","0.04","0.07","0.07","0.31","0.04","0","3","3","0.29","188","184","43","0.64","0.4","1.9"
"1076","CREMA, LIQUIDA PARA CAFE","191","75","1","2.96","19.1","10.18","4.53","0.79","59","2.82","3.67","0","0.61","91","0.05","9","92","136","72","0.32","0.01","4.6","1","0.02","0.19","0.09","0.44","0.04","0","2","2","0.14","181","178","37","0.12","1.1","1.7"
"1077","CREMA, SUSTITUTO NO LACTEO, LIQUIDO","251","50","1","0.69","13.5","2.64","4","6.27","0","35.07","33.04","1.1","0.55","6","0.59","19","28","96","67","0.25","0.14","0.7","0","0","0.02","0.09","0.01","0","0","1","1","0","0","0","0","1.58","0","3.3"
"1078","LECHE CHOCOLATADA, DESCREMADA, FLUIDA, C/VIT A&D","62","85","1","3.46","1","0.58","0.54","0.1","5","9.86","9.94","0.1","0.78","129","0.23","13","96","172","65","0.43","0.03","1.9","0","0.03","0.25","0.12","0.43","0.05","0","3","3","0.23","52","51","2","0","1.1","0.1"
"1079","LECHE CHOCOLATADA, INTEGRA, FLUIDA, C/VIT A&D","83","82","1","3.17","3.39","2.1","0.99","0.12","12","10.34","9.54","0.8","0.8","112","0.24","13","101","167","60","0.41","0.07","1.9","1","0.04","0.16","0.13","0.3","0.04","0","5","5","0.33","27","26","7","0.07","1.3","0.3"
"1080","LECHE CONDENSADA, AZUCARADA (LECHERA)","327",,"1","7.1","8","5.3",,,,"56.9",,,,"238",,,,,"90",,,,,,,,,,,,,,,,,,,
"1081","LECHE CONDENSADA, DESNATADA","279",,"1","8.9","0.2","0.1",,,,"60.5","60.4",,,"328",,,"258",,,,,,,,,,,,,,,,,,,,,
"1082","LECHE DE OVEJA","108","81","1","5.98","7","4.6","1.72","0.31","27","5.36",,"0","0.96","193","0.1","18","158","137","44","0.54","0.05","1.7","4","0.07","0.36","0.42","0.41","0.06","0","7","7","0.71","44","44",,,,
"1083","LECHE DE COCO, ENVASADA","197","73","1","2.02","21.33","18.92","0.91","0.23","0","2.81",,,"0.97","18","3.3","46","96","220","13","0.56","0.22",,"1","0.02","0","0.64","0.15","0.03","0","14","14","0","0","0",,,"0",
"1084","LECHE DE COCO (1a. EXTRACCION)","230","68","1","2.29","23.84","21.14","1.01","0.26","0","5.54","3.34","2.2","0.72","16","1.64","37","100","263","15","0.67","0.27","6.2","3","0.03","0","0.76","0.18","0.03","0","16","16","0","0","0","0","0.15","0","0.1"
"1085","LECHE DE COCO (2a. EXTRACCION)","60","92","1","0.7","6.4",,,,,"1",,,"0.2","13","1.8",,"25",,,,,,,"0.04","0.02","0.14",,,,,,,,,,,,
"1086","LECHE DE SOYA, EN POLVO (DELISOYA)","436",,"1","17.4","15.1","6.9",,,,"57.5","24.3",,,"708","9",,"660","900","825","6.6",,,,,"0.8",,"1.8","0.4","42",,"71","2.3","618",,,,"8.25",
"1087","LECHE DE SOYA, DIF. SABORES, DESCREMADA, FORTIFICADA","28","93","1","2.47","0.04","0","0","0.04","0","4.14","3.65","0.2","0.64","116","0.35","10","87","105","57","0.1","0.13","1.8","0","0.02","0.17","0.32",,"0.02","0","7","7","0.23","61","61","1","0.08","1","2.3"
"1088","LECHE DE SOYA, DIF. SABORES, FORTIFICADA, S/AZUCAR","33","93","1","2.86","1.61","0.21","0.39","1.01","0","1.74","0.41","0.5","0.64","124","0.46","16","32","120","37",,"0.08",,"0","0.15","0.21","0.17","0.08","0.05",,,,"1.11","63",,,,"1.2",
"1089","LECHE DE SOYA, DIF. SABORES, SEMIDESCREMADA, FORTIFICADA","43","90","1","1.65","0.62","0","0.21","0.41","0","7.2","3.5","0.8","0.64","82","0.44",,"62","64","37",,,,"0",,,,,,,,,"0","62",,,,"1",
"1090","LECHE DE SOYA, ORIGINAL, FORTIFICADA","43","90","1","2.6","1.47","0.21","0.38","0.86","0","4.92","3.65","0.2","0.65","123","0.42","15","43","122","47","0.26","0.17","2.3","0","0.03","0.18","0.43","0.1","0.03","0","9","9","0.85","55","55","2","0.11","1.1","3"
"1091","LECHE DE SOYA, ORIGINAL, FORTIFICADA, S/AZUCAR,","34","92","1","2.62","0.85","0.08","0.26","0.56","0","3.85","0.41","0.6","0.64","123","0.46","13","103","117","63","0.1",,,"0",,"0.17",,,,,"7","7","0.23","62",,,,"1",
"1092","LECHE DE SOYA, ORIGINAL, FORTIFICADA, SEMIDESCREMADA","30","93","1","2.38","0.77","0.01","0.2","0.43","0","3.51","2.61","0.3","0.64","123","0.43","15","87","117","48","0.23","0.09","2.3","0","0.04","0.2","0.22",,"0.02","0","9","9","1","61","61","1","0.06","1.2","1.6"
"1093","LECHE DE SOYA, ORIGINAL, NO FORTIFICADA","54","88","1","3.27","1.75","0.21","0.4","0.96","0","6.28","3.99","0.6","0.65","25","0.64","25","52","118","51","0.12","0.13","4.8","0","0.06","0.07","0.51","0.37","0.08","0","18","18","0","0","0","2","0.11","0","3"
"1094","LECHE DE SOYA, SABOR CHOCOLATE, DESCREM, FORTIFICADA","44","88","1","2.47","0.04","0","0","0.04","0","8.51","3.65","0.2","0.64","116","0.35","10","87","105","57","0.1","0.2","1.7","0","0.04","0.17","0.51",,"0.04","0","7","7","0.23","61","61","2","0.13","1","3.6"
"1095","LECHE DE SOYA, SABOR CHOCOLATE, NO FORTIFICADA","63","86","1","2.26","1.53","0.24","0.38","0.84","0","9.95","7.86","0.4","0.65","25","0.48","15","51","143","53","0.34","0.21","4.8","2","0.02","0.26","0.51","0.09","0.08","0","11","11","0.7","0","0","2","0.01","0","3"
"1096","LECHE DE SOYA, SABOR CHOCOLATE, FORTIFICADA","63","86","1","2.26","1.53","0.24","0.38","0.84","0","9.95","7.86","0.4","0.65","126","0.48","15","51","143","53","0.34","0.21","4.8","2","0.02","0.26","0.51","0.09","0.08","0","11","11","0.7","70","70","2","0.11","1","3"
"1097","LECHE DELACTOMY DESCREMADA, FLUIDA","34",,"1","3.1","0.19","0.12",,,"2","4.65",,,,"113","0.54",,,,"38",,,,"6",,,,,,"16",,"26",,"70",,,,"0.48",
"1098","LECHE DELACTOMY DESCREMADA, POLVO","370",,"1","34.78","0.43","0.3",,,"10","56.52",,,,"1370","6.09",,,,,,,,"65",,,,,,"174",,"296",,"783",,,,,
"1099","LECHE DELACTOMY INTEGRA, FLUIDA","64",,"1","3.1","3.49","1.55",,,"0","5.04",,,,"116","0.54",,,,"33",,,,"5",,,,,,"16",,"26",,"70",,,,"0.97",
"1100","LECHE DELACTOMY SEMIDESCREMADA, FLUIDA","50",,"1","3.1","1.94","1.24",,,"0","5.04",,,,"116","0.54",,,,"30",,,,,,,,,,"16",,"26",,"70",,,,"0",
"1101","LECHE DELACTOMY SEMIDESCREMADA, POLVO","475",,"1","27","23","14",,,,"40",,,,"1000","4.6",,,,"225",,,,,,,,,,"133",,"226",,"600",,,,"8.3",
"1103","LECHE DESCREMADA, FLUIDA, C/VIT A&D","34","91","1","3.37","0.08","0.06","0.02","0","2","4.96","5.09","0","0.75","122","0.03","11","101","156","42","0.42","0.01","3.1","0","0.05","0.18","0.09","0.36","0.04","0","5","5","0.5","61","61","0","0.01","1.2","0"
"1104","LECHE DESCREMADA, FLUIDA, S/VIT A&D","34","91","1","3.37","0.08","0.05","0.02","0","2","4.96","5.09","0","0.75","122","0.03","11","101","156","42","0.42","0.01","3.1","0","0.05","0.18","0.09","0.36","0.04","0","5","5","0.5","2","1","7","0.01","0","0"
"1105","LECHE DESLACTOSADA (LALA), FLUIDA","51",,"1","3.64","1.6","0.44",,,"1","5.48",,,,"132","0","15",,,"60","1.48",,"7","5","0.06","0.07","0.6",,"0.08","16",,"27",,"80",,,"1.4","0.72",
"1106","LECHE DESLACTOSADA, BAJA EN GRASA (LALA), FLUIDA","34",,"1","3.12","0.2",,,,,"5.68",,,,"112","0.9","16",,,"62",,,,,"0.1","0.13","1.24",,"0.16","26",,"43","0.16","66",,,,"0.72",
"1107","LECHE DESCREMADA, EVAPORADA, C/ VIT A&D. ENLAT.","78","79","1","7.55","0.2","0.12","0.06","0.01","4","11.35","11.35","0","1.5","290","0.29","27","195","332","115","0.9","0.02","2.5","1","0.05","0.31","0.17","0.74","0.06","0","9","9","0.24","118","118","0","0","2","0"
"1108","LECHE SEMIDESCREMADA (2% GRASA), EVAPORADA, S/VIT A. ENLAT.","107","74","1","6.67","2","1.2","0.63","0.07","0","15.74","6.67","0","1.55","267","0.19","24","203","303","100","0.77","0.02","2.3","16","0.05","0.32","0.19","0.64","0.05","0","8","8","0.16","56","56","4","0.18","4","0.2"
"1109","LECHE INTEGRA, EVAPORADA, S/VIT A, ENLAT.","135","74","1","6.81","7.56","4.59","2.34","0.25","29","10.04","10.04","0","1.55","261","0.19","24","203","303","106","0.77","0.02","2.3","2","0.05","0.32","0.19","0.64","0.05","0","8","8","0.16","65","64","15","0.16","0.1","0.6"
"1110","LECHE IMITACION, NO SOYA (LIQUIDO)","46","90","1","1.6","2","0.25","0.48","1.17","0","5.3","5.3","0","1.1","82","0.1","1","100","150","55","0.1","0.02","1.8","0","0","0","0.1",,"0","0","0","0","0","61","61","0","0","1.1","0"
"1111","LECHE INTEGRA (3,25% GRASA), FLUIDA, S/VIT D","61","88","1","3.15","3.27","1.87","0.81","0.2","10","4.78","5.05","0","0.67","113","0.03","10","84","132","43","0.37","0.03","3.7","0","0.05","0.17","0.09","0.37","0.04","0","5","5","0.45","46","45","7","0.07","0.1","0.3"
