"codigo","nombre","energia_kcal","agua_pct","fraccion_comestible_pct","proteina_g","grasa_total_g","ag_sat_g","ag_mono_g","ag_poli_g","colesterol_mg","carbohidratos_g","azucares_g","ceniza_g","fibra_dietetica_g","calcio_mg","hierro_mg","magnesio_mg","fosforo_mg","potasio_mg","sodio_mg","zinc_mg","cobre_mg","selenio_mcg","vitamina_c_mg","tiamina_mg","riboflavina_mg","niacina_mg","ac_pantotenico_mg","vitamina_b6_mg","ac_folico_mcg","folato_alimentos_mcg","folato_fde_mcg","vitamina_b12_mcg","vitamina_a_rae_mcg","retinol_mcg","b_carotenos_mcg","vitamina_e_mg","vitamina_d_mcg","vitamina_k_mcg"
"21258","MCDONALD’S, ENSALADA, VEG. S/POLLO","61","87","1","4.14","3.64","1.51","1.06","0.33","12","4.2","2.14","1.5","0.96","63","0.67","10","45","201","132",,,,"14","0.04","0.06","0.21",,,,,,"0.1","876",,,,,
"21259","MCDONALD’S, ENSALADA, VEG. C/POLLO","122","77","1","8.82","6.3","1.62","2.47","1.62","22","6.08","1.53","1","1.41","46","0.61",,,,"273",,,,"10","0.06","0.07","3.03","0.56",,,,,,"753",,,,,
"21260","MEDALLONES O “NUGGETS” DE POLLO, CONGELADOS","260","53","1","12.43","16.14","3.2","5.28","6.12","32","16.32","0.79","1.3","1.96","21","0.91","23","176","223","560","0.69","0.07","17","0","0.11","0.06","6.74",,"0.33","0","5","5","0.23","16","16","0","1.18","0.3","10"
"22001","AJO, MOLIDO","331","6","1","16.55","0.73","0.25","0.12","0.18","0","72.73","2.43","9","3.54","79","5.65","77","414","1193","60","2.99","0.53","23.9","1","0.44","0.14","0.8","0.74","1.65","0","47","47","0","0","0","0","0.67","0","0.4"
"22002","ALBAHACA, FRESCA","23","92","0.64","3.15","0.64","0.04","0.09","0.39","0","2.65","0.3","1.6","1.49","177","3.17","64","56","295","4","0.81","0.39","0.3","18","0.03","0.08","0.9","0.21","0.16","0","68","68","0","264","0","3142","0.8","0","414.8"
"22003","ANIS, SEMILLA","337","10","1","17.6","15.9","0.59","9.78","3.15","0","50.02",,"14.6","6.95","646","36.96","170","440","1441","16","5.3","0.91","5","21","0.34","0.29","3.06","0.8","0.65","0","10","10","0","16","0",,,"0",
"22004","AZAFRAN","310","12","1","11.43","5.85","1.59","0.43","2.07","0","65.37",,"3.9","5.45","111","11.1","264","252","1724","148","1.09","0.33","5.6","81","0.12","0.27","1.46",,"1.01","0","93","93","0","27","0",,,"0",
"22005","CANELA, MOLIDA","247","11","1","3.99","1.24","0.35","0.25","0.07","0","80.59","2.17","53.1","3.6","1002","8.32","60","64","431","10","1.83","0.34","3.1","4","0.02","0.04","1.33","0.36","0.16","0","6","6","0","15","0","112","2.32","0","31.2"
"22006","CEBOLLA, POLVO","341","5","1","10.41","1.04","0.22","0.2","0.31","0","79.12","6.63","15.2","4.04","384","3.9","113","322","985","73","4.05","0.59","14.3","23","0.46","0.08","0.32","0.73","0.72","0","64","64","0","0","0","0","0.27","0","4.1"
"22007","CILANTRO O CULANTRO, HOJAS SECAS","279","7","1","21.93","4.78","0.12","2.23","0.33","0","52.1","7.27","10.4","14.08","1246","42.46","694","481","4466","211","4.72","1.79","29.3","567","1.25","1.5","10.71",,"0.61","0","274","274","0","293","0","3407","1.03","0","1359.5"
"22008","CLAVO DE OLOR, MOLIDO","274","10","1","5.97","13","3.95","1.39","3.61","0","65.53","2.38","33.9","5.63","632","11.83","259","104","1020","277","2.32","0.37","7.2","0","0.16","0.22","1.56","0.51","0.39","0","25","25","0","8","0","45","8.82","0","141.8"
"22009","COMINOS, SEMILLAS","375","8","1","17.81","22.27","1.54","14.04","3.28","0","44.24","2.25","10.5","7.62","931","66.36","366","499","1788","168","4.8","0.87","5.2","8","0.63","0.33","4.58",,"0.44","0","10","10","0","64","0","762","3.33","0","5.4"
"22010","CURRY, POLVO","325","9","1","14.29","14.01","1.65","8.78","3.06","0","55.83","2.76","53.2","7.07","525","19.1","255","367","1170","52","4.7","1.2","40.3","1","0.18","0.2","3.26","1.07","0.11","0","56","56","0","1","0","11","25.24","0","99.8"
"22011","CONDIMENTOS O ESPECIAS MOLIDAS NO ESPECIFICADAS","263","8","1","6.09","8.69","2.55","0.66","2.36","0","72.12",,"21.6","4.65","661","7.06","135","113","1044","77","1.01","0.55","2.7","39","0.1","0.06","2.86",,"0.21","0","36","36","0","27","0",,,"0",
"22012","ENELDO, FRESCO","43","86","0.59","3.46","1.12","0.06","0.8","0.1","0","7.02",,"2.1","2.45","208","6.59","55","66","738","61","0.91","0.15",,"85","0.06","0.3","1.57","0.4","0.19","0","150","150","0","386","0",,,"0",
"22013","HIERBA BUENA, FRESCA","44","86","0.41","3.29","0.73","0.19","0.03","0.39","0","8.41",,"6.8","2.03","199","11.87","63","60","458","30","1.09","0.24",,"13","0.08","0.18","0.95","0.25","0.16","0","105","105","0","203","0",,,"0",
"22014","HIERBA BUENA, SECA","285","11","1","19.93","6.03","1.58","0.21","3.26","0","52.04",,"29.8","10.7","1488","87.47","602","276","1924","344","2.41","1.54",,"0","0.29","1.42","6.56","1.4","2.58","0","530","530","0","529","0",,,"0",
"22015","MEJORANA, SECA","271","8","1","12.66","7.04","0.53","0.94","4.41","0","60.56","4.09","40.3","12.1","1990","82.71","346","306","1522","77","3.6","1.13","4.5","51","0.29","0.32","4.12",,"1.19","0","274","274","0","403","0","4806","1.69","0","621.7"
"22016","NUEZ MOSCADA, MOLIDA","525","6","1","5.84","36.31","25.94","3.22","0.35","0","49.29","2.99","20.8","2.34","184","3.04","183","213","350","16","2.15","1.03","1.6","3","0.35","0.06","1.3",,"0.16","0","76","76","0","5","0","28","0","0","0"
"22017","OREGANO, SECO","265","10","1","9","4.28","1.55","0.72","1.37","0","68.92","4.09","42.5","7.87","1597","36.8","270","148","1260","25","2.69","0.63","4.5","2","0.18","0.53","4.64","0.92","1.04","0","237","237","0","85","0","1007","18.26","0","621.7"
"22018","PIMIENTA BLANCA","296","11","1","10.4","2.12","0.63","0.79","0.62","0","68.61",,"26.2","1.59","265","14.31","90","176","73","5","1.13","0.91","3.1","21","0.02","0.13","0.21",,"0.1","0","10","10","0","0","0",,,"0",
"22019","PIMIENTA NEGRA","251","12","1","10.39","3.26","1.39","0.74","1","0","63.95","0.64","25.3","4.49","443","9.71","171","158","1329","20","1.19","1.33","4.9","0","0.11","0.18","1.14","1.4","0.29","0","17","17","0","27","0","310","1.04","0","163.7"
"22020","ROMERO, FRESCO","131","68","0.65","3.31","5.86","2.84","1.16","0.9","0","20.7",,"14.1","2.35","317","6.65","91","66","668","26","0.93","0.3",,"22","0.04","0.15","0.91","0.8","0.34","0","109","109","0","146","0",,,"0",
"22021","SAL DE MESA","0","0","1","0","0","0","0","0","0","0","0","0","99.8","24","0.33","1","0","8","38758","0.1","0.03","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22022","SAZONADOR MOLIDO NO ESPECIFICADO","272","9","1","6.73","5.91","3.26",,,"0","68.73",,"45.7","9.63","2132","37.88","377","140","1051","24","4.3","0.85","4.6",,,,,,,,,,,,,,,,
"22023","SAZONADOR, PARA POLLO","307","9","1","9.59","7.53","3.29","1.21","1.94","0","65.59","1.8","11.3","5.92","996","35.3","224","171","684","27","3.14","0.84","7.2",,,,,,,,,,,,,,,,
"22024","TOMILLO, SECO","276","8","1","9.11","7.43","2.73","0.47","1.19","0","63.94","1.71","37","11.74","1890","123.6","220","201","814","55","6.18","0.86","4.6",,,,,,,,,,,,,,,,
"22025","VAINILLA, EXTRACTO","288","53","1","0.06","0.06","0.01","0.01","0","0","12.65","12.65","0","0.26","11","0.12","12","6","148","9","0.11","0.07","0",,,,,,,,,,,,,,,,
"22026","ALBAHACA, SECA","233","10","1","22.98","4.07","2.16","1.24","0.5","0","47.75","1.71","37.7","14.85","2240","89.8","711","274","2630","76","7.1","2.1","3","1","0.08","1.2","4.9","0.84","1.34","0","310","310","0","37","0","378","10.7","0","1714.5"
"22027","ALCAPARRA, ENLATADA","23","84","1","2.36","0.86","0.23","0.06","0.3","0","4.89","0.41","3.2","8.04","40","1.67","33","10","40","2348","0.32","0.37","1.2","4","0.02","0.14","0.65","0.03","0.02","0","23","23","0","7","0","83","0.88","0","24.6"
"22028","CARDAMOMO","311","8","1","10.76","6.7","0.68","0.87","0.43","0","68.47",,"28","5.78","383","13.97","229","178","1119","18","7.47","0.38",,"21","0.2","0.18","1.1",,"0.23",,,,"0","0","0",,,"0",
"22029","CHILE, POLVO","282","11","1","13.46","14.28","2.46","3.21","8.01","0","49.7","7.19","34.8","11.81","330","17.3","149","300","1950","2867","4.3","1","20.4","1","0.25","0.94","11.6","0.89","2.09","0","28","28","0","1483","0","15000","38.14","0","105.7"
"22030","CURCUMA, POLVO","312","13","1","9.68","3.25","1.84","0.45","0.76","0","67.14","3.21","22.7","7.08","168","55","208","299","2080","27","4.5","1.3","6.2","1","0.06","0.15","1.35","0.54","0.11","0","20","20","0","0","0","0","4.43","0","13.4"
"22031","CREMOR TARTARO","258","2","1","0","0","0","0","0","0","61.5","0","0.2","36.8","8","3.72","2","5","16500","52","0.42","0.2","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22032","ENELDO, SECO","253","7","1","19.96","4.36","0.23",,,"0","55.82",,"13.6","12.56","1784","48.78","451","543","3308","208","3.3","0.49",,"50","0.42","0.28","2.81",,"1.71",,,,"0","293","0",,,"0",
"22033","HINOJO, SEMILLAS","345","9","1","15.8","14.87","0.48","9.91","1.69","0","52.29",,"39.8","8.22","1196","18.54","385","487","1694","88","3.7","1.07",,"21","0.41","0.35","6.05",,"0.47",,,,"0","7","0",,,"0",
"22034","JENGIBRE, MOLIDO","335","10","1","8.98","4.24","2.6","0.48","0.93","0","71.62","3.39","14.1","5.22","114","19.8","214","168","1320","27","3.64","0.48","55.8","1","0.05","0.17","9.62","0.48","0.63","0","13","13","0","2","0","18","0","0","0.8"
"22035","LAUREL, HOJAS SECAS","313","5","1","7.61","8.36","2.28","1.64","2.29","0","74.97",,"26.3","3.62","834","43","120","113","529","23","3.7","0.42","2.8","47","0.01","0.42","2.01",,"1.74","0","180","180","0","309","0",,,"0",
"22036","MENTA, HOJAS FRESCAS","70","79","0.61","3.75","0.94","0.25","0.03","0.51","0","14.89",,"8","1.76","243","5.08","80","73","569","31","1.11","0.33",,"32","0.08","0.27","1.71","0.34","0.13","0","114","114","0","212","0",,,"0",
"22037","MOSTAZA, SEMILLAS MOLIDAS","508","5","1","26.08","36.24","1.99","22.52","10.09","0","28.09","6.79","12.2","4.33","266","9.21","370","828","738","13","6.08","0.65","208.1","7","0.81","0.26","4.73","0.81","0.4","0","162","162","0","2","0","18","5.07","0","5.4"
"22038","PAPRIKA O PIMENTON","282","11","1","14.14","12.89","2.14","1.7","7.77","0","53.99","10.34","34.9","7.74","229","21.14","178","314","2280","68","4.33","0.71","6.3","1","0.33","1.23","10.06","2.51","2.14","0","49","49","0","2463","0","26162","29.1","0","80.3"
"22039","PEREJIL, SECO","292","6","1","26.63","5.48","1.38","0.76","3.12","0","50.64","7.27","26.7","11.36","1140","22.04","400","436","2683","452","5.44","0.78","14.1","125","0.2","2.38","9.94","1.06","0.9","0","180","180","0","97","0","1152","8.96","0","1359.5"
"22040","ROMERO, SECO","331","9","1","4.88","15.22","7.37","3.01","2.34","0","64.06",,"42.6","6.53","1280","29.25","220","70","955","50","3.23","0.55","4.6","61","0.51","0.43","1",,"1.74","0","307","307","0","156","0",,,"0",
"22041","SALVIA, MOLIDA","315","8","1","10.63","12.75","7.03","1.87","1.76","0","60.73","1.71","40.3","7.95","1652","28.12","428","91","1070","11","4.7","0.76","3.7","32","0.75","0.34","5.72",,"2.69","0","274","274","0","295","0","3485","7.48","0","1714.5"
"22042","SAZONADOR, C/CILANTRO Y ACHIOTE","0","0","1","0","0","0",,,"0","0","0","0","99.8","0","0",,,,"17000",,,,,,,,,,,,,,,,,,,
"22043","TOMILLO, FRESCO","101","65","0.68","5.56","1.68","0.47","0.08","0.53","0","24.45",,"14","3.2","405","17.45","160","106","609","9","1.81","0.56",,,,,,,,,,,,,,,,,
"22044","SEMILLA DE ACHIOTE, GRANO","388","3","1","11.3","5.3",,,,,"74.9",,"15.2","5.4","11","4.7",,"13",,,,,,,,,,,,,,,,,,,,,
"22045","SEMILLA DE ACHIOTE, PASTA","7","98","1","0","0.3",,,,,"1.1",,"0","0.2","7","0.3",,"10",,,,,,,,,,,,,,,,,,,,,
"22046","LAUREL, HOJAS VERDES","329","8","1","13.7","7",,,,,"66.4",,"23.7","4.9","803","15",,"114",,,,,,,"0.1","0.65","2.5",,,,,,,"1258",,,,,
"22047","CILANTRO O CULANTRO, FRESCO","23","92","0.85","2.13","0.52","0.01","0.28","0.04","0","3.67","0.87","2.8","1.47","67","1.77","26","48","521","46","0.5","0.23","0.9","27","0.07","0.16","1.11","0.57","0.15","0","62","62","0","337","0","3930","2.5","0","310"
"23001","SNACKS, CHICHARRONCITOS","544","2","1","61.3","31.3","11.37","14.78","3.64","95","0","0","0","5.4","30","0.88","11","85","127","1818","0.56","0.09","41","1","0.1","0.28","1.55","0.43","0.02","0","0","0","0.64","12","12","0","0.53","0","0"
"23002","POPCORN-PALOMITAS DE MAIZ, C/SAL Y ACEITE","500","3","1","9","28.1","4.89","8.17","13.42","0","57.2",,"10","2.9","10","2.78","108","250","225","884","2.64","0.22","7.3","0","0.13","0.14","1.55","0.31","0.21","0","17","17","0","1","0",,,,
"23003","PAPALINAS SIMPLES S/SAL","536","2","1","7","34.6","10.96","9.84","12.17","0","52.9","0.22","4.8","3.6","24","1.63","67","165","1275","8","1.09","0.31","8.1","31","0.17","0.2","3.83","0.4","0.66","0","45","45","0","0","0","0","9.11","0","22.1"
"23004","PLATALINAS C/SAL","531","2","1","2.28","29.59","8.34","5.63","11.74","0","63.84","0.92","3.5","2.19","9","0.97","71","78","786","202","0.37","0.2","0.4","32","0.07","0.04","0.8","1.1","0.46","0","35","35","0","69","0","611","5.04","0","28.6"
"23005","PAPALINAS SABOR BARBACOA","487","2","1","6.51","31.06","4","13.22","12.21","0","55.92","5.47","3.8","4.03","32","1.36","58","145","1186","545","0.98","0.25","0.4","62","0.22","0.12","4.96","0.85","0.38","0","64","64","0","20","0","203","4.42","0","16.1"
"23006","PAPALINAS SABOR QUESO","496","2","1","8.5","27.2","8.6","7.72","9.56","4","57.7",,"5.2","4.8","72","1.84","75","299","1528","458","0.91","0.25",,"54","0.16","0.16","5","0.79","0.35","0","0","0","0","10","10",,,,
"23007","TOSTADITAS/MAIZ, NACHOS, SABOR BARBACOA","501","3","1","7.19","24.63","3.54","7.05","13.53",,"62.74","3.03","4","2.3","134","1.38","87","252","259","519","1.43","0.1","7.3","0","0.05","0.06","1.3","0.6","0.2","0",,,,,,,,,"1.4"
"23008","TOSTADITAS/MAIZ, NACHOS, SABOR PICANTE","498","2","1","7.8","25.6","4.9","15.09","3.54","3","62.4",,"5.3","2.6","147","3.7","82","244","216","708","1.2","0.18","13","2","0.4","0.35","4","0.29","0.29","0","130","130","0.05","24","6",,,,
"23009","TOSTADITAS/MAIZ, NACHOS, SABOR QUESO","519","2","1","7.36","27.42","3.88","9.09","12.26","0","60.81","2.59","5.1","2.75","137","1.16","75","252","223","691","1.38","0.1","7.4","0","0.15","0.14","1.29","0.36","0.22","0","13","13","0","6","0","35","6.24","0","1.3"
"23010","TOSTADITAS/MAIZ, NACHOS, SIMPLES","472","3","1","7.1","20.68","2.81","5.66","10.77","0","67.78","0.78","5.4","1.79","106","1.52","84","225","182","328","1.38","0.1","4.4","0","0.14","0.07","0.84","0.3","0.18","0","12","12","0.36","0","0","2","3.53","0","20.9"
"23011","ALMENDRAS, TOSTADAS, C/ACEITE, C/SAL","607","3","1","21.23","55.17","4.21","34.79","13.52","0","17.68","4.55","10.5","3.13","291","3.68","274","466","699","339","3.07","0.96","4.1",,,,,,,,,,,,,,,,
"23012","ALMENDRAS, TOSTADAS, C/ACEITE, S/SAL","607","3","1","21.23","55.17","4.21","34.79","13.52","0","17.68","4.55","10.5","3.13","291","3.68","274","466","699","1","3.07","0.96","4.1",,,,,,,,,,,,,,,,
"23013","BARRA DE ARROZ CRUJIENTE, C/ALMENDRAS","458","7","1","7","20.4","3.77","7.5","7.73","0","64.6",,"3.6","1.4","74","6.35","71","167","229","234","5.29","0.25",,,,,,,,,,,,,,,,,
"23014","BARRA DE ARROZ CRUJIENTE, C/CHOCOCHIPS","404","7","1","5.1","13.5","5.24","3.99","3.65","0","73",,"2.2","1.3","21","6.3","48","134","168","278","0.86","0.31","9.7",,,,,,,,,,,,,,,,
"23015","BARRA DE GRANOLA, CHICLOSA, POCA AZUCAR, VARIOS SABORES","412","12","1","5.55","12.5","5.01","5.3","1.44","0","69.4","20.8","3.1","0.9","417","2.03","48","159","199","312","1.34","0.16","5.7",,,,,,,,,,,,,,,,
"23016","BARRA DE GRANOLA, CRUJIENTE, VARIOS SABORES","446","3","1","15","15","1.44","7.93","5.01","0","62.78","20","10","4.48","0","2.7","97","333","545","400","2.86","0.68","18.9",,,,,,,,,,,,,,,,
"23017","BARRA DE GRANOLA, DE AVENA, VARIOS SABORES (QUAKER)","389","10","1","6.67","6.67","1.3","1.53","2.56","36","75.47","31.54","4.6","1.33","333","6","69","167","238","367","1.42","0.17","16",,,,,,,,,,,,,,,,
"23018","BARRA DE GRANOLA, DURA, C/ALMENDRAS","495","3","1","7.7","25.5","12.51","7.74","3.76","0","62",,"4.8","1.6","32","2.5","81","228","273","256","1.58","0.13","15",,,,,,,,,,,,,,,,
"23019","BARRA DE GRANOLA, DURA, C/CHOCOCHIPS","438","2","1","7.3","16.3","11.41","2.63","1.27","0","72.1",,"4.4","1.8","77","3.05","72","204","251","344","1.93","0.26","12.5",,,,,,,,,,,,,,,,
"23020","BARRA DE GRANOLA, DURA, C/MANTEQUILLA DE MANI","483","2","1","9.8","23.8","3.2","7","12.08","0","62.3",,"2.9","1.7","41","2.4","55","139","291","283","1.25","0.22","15",,,,,,,,,,,,,,,,
"23021","BARRA DE GRANOLA, DURA, SIMPLE","471","4","1","10.1","19.8","2.37","4.38","12.05","0","64.4","28.57","5.3","1.9","61","2.95","97","277","336","294","2.03","0.39","16.2",,,,,,,,,,,,,,,,
"23022","BARRA DE GRANOLA, SUAVE C/ALMENDRA","455","9","1","8.6","20","5.67","9.49","3.64","0","60.13","34","4.3","2.53","136","1.49","95","192","320","486","1.41","0.34","6.5","0","0.1","0.36","1.32","0.38","0.07","0","18","18","0.14","5","5","1","7.6","0","1.5"
"23023","BARRA DE GRANOLA, SUAVE, C/CHOCO CHIPS","418","6","1","5.65","16.57","6.06","6.97","1.58","0","70.2","28.92","3.8","1.14","41","2.19","64","176","237","251","1.3","0.27","11.1","0","0.17","0.08","0.77","0.34","0.07","0","16","16","0","0","0","0","0.31","0","16.4"
"23024","BARRA DE GRANOLA, SUAVE, CUBIERTA CHOCOLATE, C/CHOCOCHIPS","466","4","1","5.8","24.9","14.22","7.77","1.82","5","63.8",,"3.4","1.5","103","2.33","66","199","313","200","1.3","0.35",,"0","0.09","0.25","0.72","0.51","0.1","0","26","26","0.57","7","5",,,,
"23025","BARRA DE GRANOLA, SUAVE, CUBIERTA CHOCOLATE, C/MANTEQ. MANI","508","3","1","10.2","31.1","17.01","6.54","1.9","12","53.4","23.74","2.8","1.9","108","1.45","67","227","339","193","1.47","0.32","13.1","1","0.1","0.21","3.29","0.53","0.11","0","25","25","0","5","5","6","4.17","0","13.2"
"23026","BARRA DE GRANOLA, SUAVE, SIMPLE","443","6","1","7.4","17.2","7.25","3.82","5.32","0","67.3",,"4.6","1.7","105","2.56","74","230","325","278","1.5","0.27","16.2","0","0.3","0.17","0.52","0.52","0.1","0","24","24","0.39","0","0",,,,
"23027","BARRA DE GRANOLA, VARIOS SABORES (QUAKER)","480","6","1","7.52","20.42","8.69","3.5","7.05","0","64.96","37.61","3.2","1.55","65","1.16","55","162","231","269","1.2","0.22","14.6","0","0.13","0.1","1.01","0.39","0.12","0","12","12","0.06","4","4","1","4.19","0.1","2"
"23028","CHICHARRONCITOS, SABOR DE BARBACOA","538","2","1","57.9","31.8","11.56","15.03","3.45","115","1.6",,,"7","43","1.04","0","220","180","2667","0.71","0.35",,"2","0.08","0.43","3.36","0.43","0.16","0","31","31","0.13","65","38","324",,,
"23029","CHIPS DE MAIZ EXTRUSADO, SABOR DE BARBACOA","523","1","1","7","32.7","4.46","9.48","16.17","0","56.2",,,"2.8","131","4.9","77","207","236","763","1.06","0.17","6.7","2","0.42","0.48","6.3","0.14","0.23","0","200","200","0","31","0",,,,
"23030","CHIPS DE MAIZ EXTRUSADO, SABOR DE CEBOLLA","499","2","1","7.7","22.6","4.34","13.36","3.14","0","65.1","4.83","3.9","2.6","29","3.72","28","72","143","950","0.33","0.12","10.6","2","0.22","0.31","3.18","0.26","0.15","94","16","176","0","8","2","51","2.69","0","5.1"
"23031","CHIPS DE MAIZ EXTRUSADO, SABOR DE QUESO","560","2","1","5.85","36.01","5.36","10.05","17.82","7","53.53","3.19","1.4","3.04","56","2.53","17","133","182","942","0.4","0.03","8.1","0","0.16","0.16","4.71","0.98","0.08","46","11","89","0.48","0","0","0","4.18","0.1","1.3"
"23032","CHIPS DE MAIZ EXTRUSADO, SIMPLE","538","1","1","6.17","33.36","4.33","9.13","16.44","0","56.9","0.27","4","2.13","138","1.2","72","194","144","514","1.29","0.1","7.6","0","0.05","0.08","0.84","0.19","0.17","0","8","8","0","3","0","20","7.23","0","6.3"
"23033","CHIPS DE YUCA, C/SAL","515","3","1","1.34","25.91","8.69","7.44","6.91",,"69.23","3.36","3.7","2.7","52","0.72","46","99","868","296","0.85","0.12","4.9",,"0.05","0.03","1.2","0.89","0.13",,,,,,,,"2.78",,"5.3"
"23034","GALLETAS TIPO SANDWICH, RELLENO MANTEQUILLA MANI","494","3","1","11.47","24.54","4.8","13.47","4.55","0","58.38","10.5","2.3","2.68","81","2.77","55","274","215","801","1.13","0.32","10.8","0","0.49","0.27","6.11","0.48","0.15","52","34","122","0.01","1","1","0","2.06","0","9.5"
"23035","GALLETAS TIPO SANDWICH, RELLENO QUESO","477","4","1","9.3","21.1","6.13","11.25","2.57","2","61.7","3.18","1.9","4","257","2.39","36","406","429","978","0.62","0.08","21.5","0","0.45","0.68","3.77","0.51","0.05","86","14","160","0.1","17","16","5","0.22","0","8.3"
"23036","MANI/CACAHUATE TOSTADO, C/ACEITE C/SAL","599","1","1","28.03","52.5","8.66","26","15.3","0","15.26","4.18","9.4","2.75","61","1.52","176","397","726","320","3.28","0.53","3.3","1","0.09","0.09","13.83","1.2","0.46","0","120","120","0","0","0","0","6.94","0","0"
"23037","MANI/CACAHUATE TOSTADO, C/ACEITE S/SAL","599","1","1","28.03","52.5","8.69","25.98","15.29","0","15.26","4.18","9.4","2.75","61","1.52","176","397","726","6","3.28","0.53","3.3","1","0.09","0.09","13.83","1.2","0.46","0","120","120","0","0","0","0","6.91","0","0"
"23038","MEZCLA DE SEMILLAS Y NUECES, C/SAL","462","9","1","13.8","29.4","5.55","12.53","9.65","0","44.9",,,"2.6","78","3.05","158","345","685","229","3.22","0.99",,"1","0.46","0.2","4.71","0.9","0.3","0","71","71","0","1","0",,,,
"23039","MEZCLA DE SEMILLAS Y NUECES, S/SAL","462","9","1","13.8","29.4","5.55","12.53","9.65","0","44.9",,,"2.6","78","3.05","158","345","685","10","3.22","0.99",,"1","0.46","0.2","4.71","0.9","0.3","0","71","71","0","1","0",,,,
"23040","PALITOS, DE PAPA","522","2","1","6.7","34.4","8.88","6.16","17.9","0","53.3","0.22","3.4","3.3","18","2.27","64","172","1237","633","0.99","0.32","8.1","47","0.1","0.12","4.79","0.4","0.32","0","40","40","0","0","0","0","9.11","0","22.1"
"23041","PALITOS, C/AJONJOLI C/SAL","541","2","1","10.9","36.7","6.48","10.91","17.42","0","46.5","0.19","2.8","3.9","170","0.74","45","138","177","1488","1.17","0.41","17.1","0","0.12","0.06","1.55","0.23","0.09","0","22","22","0","0","0","3","3.85","0","8"
"23042","PALITOS, C/AJONJOLI S/SAL","541","2","1","10.9","36.7","6.48","10.91","17.42","0","46.5",,,"3.9","170","0.74","45","138","177","29","1.17","0.41","17.1","0","0.12","0.06","1.55","0.23","0.09","0","22","22","0","4","0",,,,
"23043","PAPALINAS POCA GRASA S/SAL","487","1","1","7.1","20.8","4.16","4.8","10.94","0","67.8","0.22","6.1","3.3","21","1.35","89","193","1744","8","1.01","0.35","8.1","26","0.21","0.27","7",,"0.67","0","10","10","0","0","0","0","5.47","0","13.3"
"23044","PAPALINAS, SIMPLES, POCA SAL","560","1","1","6.72","35.39","5.49","14.94","12.42","0","53.54","0.34","4.2","3","24","1.43","62","148","1304","187","1.51","0.3","7.8","27","0.16","0.17","5.48","0.82","0.65","0","58","58","0","0","0","0","7.72","0","22.1"
"23045","PAPALINAS S/GRASA C/SAL","379","2","1","9.64","0.6","0.15","0.02","0.26","0","83.76","3.69","7.5","4","35","3.57","70","167","1628","643","0.74","0.17","8.1","9","1.08","0.12","6.45",,"0.8","0","45","45","0","1","0","7","0.04","0","9.1"
"23046","PAPALINAS SABOR CEBOLLA","531","2","1","8.1","33.9","8.89","6.12","17.42","7","51.5",,"5.2","4.7","72","1.6","74","176","1331","549","0.98","0.3","8.1","37","0.19","0.2","4.03","0.83","0.67","0","62","62","1","14","6","90",,,
"23048","PAPALINAS SIMPLES C/SAL","532","2","1","6.39","33.98","3.4","18.96","8.28","0","53.83","0.33","3.1","3.94","21","1.28","63","153","1196","527","1.09","0.23","2.5","22","0.21","0.09","4.76","0.96","0.53","0","29","29","0","0","0","0","10.45","0","22.1"
"23049","PECANAS SECAS TOSTADAS C/ACEITE C/SAL","715","1","1","9.2","75.23","7.24","40.97","23.58","0","13.01","3.97","9.5","1.42","67","2.47","121","263","392","393","4.47","1.2","6","1","0.47","0.11","1.2","0.74","0.19","0","15","15","0","5","0","62","2.53","0",
"23050","PECANAS SECAS TOSTADAS C/ACEITE S/SAL","715","1","1","9.2","75.23","7.24","40.97","23.58","0","13.01","3.97","9.5","1.42","67","2.47","121","263","392","1","4.47","1.2","6","1","0.47","0.11","1.2","0.74","0.19","0","15","15","0","5","0","62","2.53","0",
"23051","POPCORN-PALOMITAS DE MAIZ, S/SAL","382","4","1","12","4.2","0.57","1.1","1.9","0","77.9",,"15.1","1.8","10","2.66","131","300","301","4","3.44","0.42","9.9","0","0.2","0.28","1.94","0.42","0.25","0","23","23","0","1","0",,,,
"23052","POPCORN-PALOMITAS DE MAIZ, POCA GRASA","424","3","1","12.6","9.5","1.42","4.09","3.57","0","72","0.92","14.2","3.1","11","2.28","151","264","241","540","3.83","0.55","8.6","0","0.35","0.11","2.07",,"0.17","0","17","17","0","12","0","108","0.5","0","1.5"
"23054","POPCORN-PALOMITAS DE MAIZ, S/GRASA C/SIROPE","381","6","1","2","1.4","0.2","0.26","0.63","0","90.06","64.68","2.5","0.54","18","0.8","27","55","110","286","0.62","0.14","3.6","0","0.04","0.06","0.34",,"0.05","0","4","4","0","2","0","15","0.13","0","0.9"
"23055","POPCORN-PALOMITAS DE MAIZ, SABOR A QUESO","526","3","1","9.3","33.2","6.41","9.7","15.37","11","51.6","0.79","9.9","3.4","113","2.24","91","361","261","889","2.01","0.14","12","1","0.12","0.24","1.45","0.46","0.24","0","11","11","0.53","8","1","62","3.82","0","8.2"
"23056","PRETZELS, DUROS, C/SAL","381","3","1","9.1","3.5","0.75","1.36","1.22","0","79.2",,"2.8","4.9","36","1.67","35","113","146","1715","0.85","0.26","5.8","0","0.18","0.1","1.92","0.29","0.12","0","83","83","0","0","0",,,,
