no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,CEREALES,ARROZ,460 gms,161,5.39,1.89
2,CEREALES,AVENA DE TODA CLASE,460 gms,49,12.76,1.36
3,CEREALES,PAN FRANCÉS,460 gms,173,7.33,2.76
4,CEREALES,PAN DULCE,460 gms,216,7.06,3.32
5,CEREALES,FIDEOS,230 gms,62,4.56,1.23
6,CEREALES,TORTILLAS DE MAÍZ,460 gms,"1,804",3.59,14.08
7,CARNES,CARNE DE RES SIN HUESO,460 gms,102,27.27,6.05
8,CARNES,CARNE DE RES CON HUESO,460 gms,101,15.59,3.42
9,CARNES,CARNE DE CERDO SIN HUESO,460 gms,89,20.39,3.95
10,CARNES,CARNE DE POLLO O GALLINA,460 gms,153,12.03,4.00
11,CARNES,EMBUTIDOS,460 gms,61,12.80,1.70
12,LÁCTEOS,LECHE EN POLVO,460 gms,29,37.15,2.34
13,LÁCTEOS,LECHE LIQUIDA,1000 ml,251,12.10,3.04
14,LÁCTEOS,QUESO FRESCO O DURO,460 gms,31,23.10,1.56
15,LÁCTEOS,CREMA FRESCA,250 ml,45,9.80,1.76
16,HUEVOS,HUEVOS DE GALLINA,648 gms,132,13.38,2.73
17,GRASAS Y ACEITES,ACEITES COMESTIBLES,750 ml,125,13.20,2.20
18,FRUTAS,AGUACATES,460 gms,104,8.67,1.96
19,FRUTAS,BANANOS/GUINEOS,460 gms,262,2.50,1.42
20,FRUTAS,PLÁTANOS,460 gms,207,2.72,1.22
21,FRUTAS,PIÑAS,460 gms,186,2.60,1.05
22,FRUTAS,SANDIAS,460 gms,214,1.85,0.86
23,VERDURAS/HORTALIZAS,TOMATE,460 gms,162,5.11,1.80
24,VERDURAS/HORTALIZAS,GÜISQUIL,460 gms,409,3.42,3.04
25,VERDURAS/HORTALIZAS,CEBOLLA BLANCA SIN TALLO,460 gms,94,4.24,0.87
26,VERDURAS/HORTALIZAS,PAPAS,460 gms,144,4.92,1.54
27,VERDURAS/HORTALIZAS,HIERBAS,460 gms,110,4.35,1.04
28,LEGUMINOSAS,FRIJÓL,460 gms,277,7.48,4.50
29,AZÚCAR,AZÚCAR,460 gms,409,3.21,2.85
30,MISCELÁNEA,PREPARACION NUTRICIONAL A BASE DE MAÍZ Y SOYA,460 gms,53,9.16,1.06
31,MISCELÁNEA,SAL,115 gms,45,0.41,0.16
32,MISCELÁNEA,SOPAS INSTANTÁNEAS EN VASO,230 gms,13,13.92,0.79
33,MISCELÁNEA,"CAFÉ EN GRANO, MOLIDO, INSTANTANEO",460 gms,42,43.03,3.93
34,MISCELÁNEA,AGUAS GASEOSAS,1000 ml,248,10.02,2.48
