no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,Cereales,Arroz,460 gms,169,6.76,2.48
2,Cereales,Avena de toda clase,460 gms,51,14.22,1.59
3,Cereales,Pan francés,460 gms,184,9.79,3.91
4,Cereales,Pan dulce,460 gms,226,9.02,4.44
5,Cereales,Pastas de todos los tipos,230 gms,65,5.57,1.57
6,Cereales,Tortillas de maíz,460 gms,1861,5.07,20.51
7,Carnes,Carne de res sin hueso,460 gms,107,32.42,7.53
8,Carnes,Carne de res con hueso,460 gms,105,19.88,4.55
9,Carnes,Carne de cerdo sin hueso,460 gms,93,23.53,4.77
10,Carnes,Carne de pollo o gallina,460 gms,159,14.81,5.11
11,Carnes,Embutidos,460 gms,64,15.29,2.12
12,Lácteos,Leche en polvo,460 gms,32,44.91,3.09
13,Lácteos,Leche líquida,1000 ml,266,14.74,3.93
14,Lácteos,Queso fresco o duro,460 gms,32,27.69,1.95
15,Lácteos,Crema fresca,250 ml,47,11.39,2.15
16,Huevos,Huevos de gallina,648 gms,138,16.42,3.49
17,Grasas y aceites,Aceites comestibles,750 ml,129,19.67,3.37
18,Frutas,Aguacates,460 gms,106,11.47,2.65
19,Frutas,Bananos/guineos,460 gms,268,2.83,1.65
20,Frutas,Plátanos,460 gms,214,4.2,1.95
21,Frutas,Piñas,460 gms,191,2.97,1.24
22,Frutas,Sandias,460 gms,222,2.78,1.34
23,Verduras/hortalizas,Tomate,460 gms,170,6.18,2.28
24,Verduras/hortalizas,Güisquil,460 gms,429,3.28,3.06
25,Verduras/hortalizas,Cebolla blanca sin tallo,460 gms,98,5.61,1.2
26,Verduras/hortalizas,Papas,460 gms,151,5.28,1.73
27,Verduras/hortalizas,Hierbas,460 gms,115,5.63,1.41
28,Leguminosas,Frijol,460 gms,286,9.74,6.05
29,Azúcar,Azúcar,460 gms,429,4.12,3.84
30,Miscelánea,Preparación nutricional a base de maíz y soya,460 gms,57,11.29,1.4
31,Miscelánea,Sal,115 gms,45,0.37,0.14
32,Miscelánea,Sopas instantáneas en vaso,230 gms,15,16.61,1.05
33,Miscelánea,"Café en grano, molido, instantáneo",460 gms,43,46.15,4.32
34,Miscelánea,Aguas gaseosas,1000 ml,260,11.28,2.93
