no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,Cereales,Arroz,460 g,169,6.16,2.26
2,Cereales,Avena de toda clase,460 g,51,14.12,1.58
3,Cereales,Pan francés,460 g,184,8.6,3.44
4,Cereales,Pan dulce,460 g,226,8.09,3.98
5,Cereales,Pastas de todos los tipos,230 g,65,5.39,1.52
6,Cereales,Tortillas de maíz,460 g,1861,4.36,17.64
7,Carnes,Carne de res sin hueso,460 g,107,30.65,7.12
8,Carnes,Carne de res con hueso,460 g,105,18.15,4.16
9,Carnes,Carne de cerdo sin hueso,460 g,93,21.94,4.45
10,Carnes,Carne de pollo o gallina,460 g,159,14.54,5.01
11,Carnes,Embutidos,460 g,64,14.35,1.99
12,Lácteos,Leche en polvo,460 g,32,42.28,2.91
13,Lácteos,Leche líquida,1000 ml,266,13.1,3.49
14,Lácteos,Queso fresco o duro,460 g,32,26.09,1.84
15,Lácteos,Crema fresca,250 ml,47,10.92,2.06
16,Huevos,Huevos de gallina,648 g,138,14.92,3.17
17,Grasas y aceites,Aceites comestibles,750 ml,129,18.92,3.24
18,Frutas,Aguacates,460 g,106,10.01,2.31
19,Frutas,Bananos/guineos,460 g,268,2.7,1.57
20,Frutas,Plátanos,460 g,214,2.67,1.24
21,Frutas,Piñas,460 g,191,2.63,1.09
22,Frutas,Sandias,460 g,222,2.11,1.02
23,Verduras/hortalizas,Tomate,460 g,170,6.12,2.26
24,Verduras/hortalizas,Güisquil,460 g,429,2.64,2.46
25,Verduras/hortalizas,Cebolla blanca sin tallo,460 g,98,5.78,1.24
26,Verduras/hortalizas,Papas,460 g,151,5.07,1.66
27,Verduras/hortalizas,Hierbas,460 g,115,4.67,1.17
28,Leguminosas,Fríjol,460 g,286,8.74,5.43
29,Azúcar,Azúcar,460 g,429,3.61,3.36
30,Miscelánea,Preparación nutricional a base de maíz y soya,460 g,57,10.57,1.31
31,Miscelánea,Sal,115 g,45,0.33,0.13
32,Miscelánea,Sopas instantáneas en vaso,230 g,15,15.49,0.98
33,Miscelánea,"Café en grano, molido, instantáneo",460 g,43,44.78,4.19
34,Miscelánea,Aguas gaseosas,1000 ml,260,10.87,2.83
