no,categoria,producto,unidad_medida,gramos_hogar_dia,precio_promedio_simple_por_unidad_medida,costo_diario_hogar_4_77_personas
1,Cereales,Arroz,460 gms,169,5.85,2.15
2,Cereales,Avena de toda clase,460 gms,51,13.22,1.48
3,Cereales,Pan francés,460 gms,184,7.56,3.02
4,Cereales,Pan dulce,460 gms,226,7.12,3.5
5,Cereales,Pastas de todos los tipos,230 gms,65,4.73,1.34
6,Cereales,Tortillas de maíz,460 gms,1861,3.61,14.6
7,Carnes,Carne de res sin hueso,460 gms,107,28.79,6.69
8,Carnes,Carne de res con hueso,460 gms,105,17.13,3.92
9,Carnes,Carne de cerdo sin hueso,460 gms,93,21.07,4.27
10,Carnes,Carne de pollo o gallina,460 gms,159,13.06,4.5
11,Carnes,Embutidos,460 gms,64,13.35,1.86
12,Lácteos,Leche en polvo,460 gms,32,37.44,2.57
13,Lácteos,Leche líquida,1000 ml,266,12.72,3.39
14,Lácteos,Queso fresco o duro,460 gms,32,25.06,1.77
15,Lácteos,Crema fresca,250 ml,47,10.27,1.94
16,Huevos,Huevos de gallina,648 gms,138,13.02,2.77
17,Grasas y aceites,Aceites comestibles,750 ml,129,16.93,2.9
18,Frutas,Aguacates,460 gms,106,8.27,1.91
19,Frutas,Bananos/guineos,460 gms,268,2.62,1.53
20,Frutas,Plátanos,460 gms,214,2.81,1.31
21,Frutas,Piñas,460 gms,191,2.49,1.04
22,Frutas,Sandias,460 gms,222,2.03,0.98
23,Verduras/hortalizas,Tomate,460 gms,170,5.45,2.01
24,Verduras/hortalizas,Güisquil,460 gms,429,2.5,2.33
25,Verduras/hortalizas,Cebolla blanca sin tallo,460 gms,98,5.01,1.07
26,Verduras/hortalizas,Papas,460 gms,151,3.96,1.3
27,Verduras/hortalizas,Hierbas,460 gms,115,4.74,1.19
28,Leguminosas,Fríjol,460 gms,286,7.73,4.81
29,Azúcar,Azúcar,460 gms,429,3.65,3.4
30,Miscelánea,Preparación nutricional a base de maíz y soya,460 gms,57,9.89,1.22
31,Miscelánea,Sal,115 gms,45,0.33,0.13
32,Miscelánea,Sopas instantáneas en vaso,230 gms,15,14.62,0.93
33,Miscelánea,"Café en grano, molido, instantáneo",460 gms,43,42.13,3.95
34,Miscelánea,Aguas gaseosas,1000 ml,260,10.28,2.67
